company_brand,sector,stage,amount_usd,what_it_does,year,city
smartvizx,Software,seed,21196.0,It is a Virtual Reality Solutions StartUp,2018,Noida
myseodoc,,seed,,"SEO, PPC, Search Engine Marketing, Social Media Optimization, Content Marketing, Brand Reputation Management",2018,Delhi
enlyft digital solutions private limited,,seed,2924.0,Digital Marketing Agency,2018,Pune
scale labs,,seed,14618.0,Scale Labs is a cross border e-commerce solutions provider that drives global trade for brands.,2018,Delhi
hungerbox,B2B,series a,65780.0,HungerBox is a full stack B2B F&B technology company delivering food solutions for the corporates in India.,2018,Bengaluru
biryani by kilo,Catering,seed,14618.0,BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients.,2018,Noida
wholesome habits eat anytime,Food and Beverage,seed,7309.0,Wholesome Habits (EAT Anytime) is a healthy snacks Company.,2018,Mumbai
gobumpr,Automotive,seed,8771.0,Car Service and Bike Service Mobile App,2018,Mylapore
fixpocket,Computer,seed,3654.0,Fixpocket is a internet-based startup.,2018,Ahmedabad
edureka,Android,series a,29235.0,"Edureka is the fastest growing online learning platform that offers live, instructor-led courses for professionals from various industries.",2018,Bengaluru
hashtag loyalty private limited,Analytics,seed,,Hashtag Loyalty is a customer engagement and marketing automation tool for local businesses.,2018,Mumbai
wow express,Delivery,series a,65780.0,"WOW, as customers react to his studiously taught, trained, polite and courteous nature.",2018,Mumbai
zunroof,Environmental Consulting,angel,242655.0,ZunRoof is a rooftop focused solar startup.,2018,Gurugram
eggoz,Food and Beverage,angel,175413.0,Eggoz is a full-stack layer poultry business operator & service provider .,2018,Indore
sqrrl fintech,Big Data,seed,14618.0,Personal Finance,2018,Gurugram
galaxycard,Finance,seed,,GalaxyCard is a mobile based Instant credit card.,2018,Noida
indiqube,Commercial Real Estate,series a,219266.0,IndiQube is a provider of co-working spaces based in Bengaluru.,2018,Bengaluru
egk foods,Food and Beverage,seed,292355.0,A food processing enterprise registered with StartUp India .,2018,Mumbai
nirogstreet,Apps,seed,4385.0,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,2018,Gurugram
pixr8,Digital Media,seed,731.0,Pixr8 is a global media platform dedicated to Start-ups and business organisations for promoting entrepreneurship work.,2018,Ghaziabad
niveshcom,Finance,seed,438532.0,Nivesh.com is a mass market mutual funds investment platform.,2018,Noida
theranosis life sciences,Biotechnology,seed,,A fully functioning cell culture facility and molecular biology setup.,2018,Hyderabad
poshmiles online solutions private limited,Travel,seed,,Poshmiles aims to help point travellers to long weekend trips at popular and undiscovered destinations based on budget & interest.,2018,Bengaluru
reculta,Education,seed,,A campus recruitment solution provider.,2018,Noida
orboai,Internet,seed,,Orbo is a computer vision and deep facial technology company.,2018,Mumbai
inntot technologies,Consumer Electronics,seed,,"Inntot Technologies, is a technology driven company.",2018,Kochi
zoctr health,Apps,seed,,Zoctr Health Network is a first-of-its kind pan-India Home & Telehealth Company,2018,Powai
hey deedee,Delivery Service,seed,482386.0,Hey Deedee is a Mumbai-based company that provides solutions to parcel delivery problems.,2018,Mumbai
digiconnectt technologys,Information Services,seed,1827.0,A technology company focused on introducing products that will accelerate and enhance sales productivity and effectiveness .,2018,Bengaluru
locussh,Big Data,series a,58471.0,Locus is an intelligent logistics automation platform.,2018,Bengaluru
sports flashes pvt ltd,Basketball,seed,14618.0,"Sports Flashes operates a sports content app that provides sports news, live scores, fantasy gaming, expert views, trivia, and more.",2018,New Delhi
inc42,Media and Entertainment,seed,,Inc42 is one of the leading tech media publications of India.,2018,New Delhi
picxy,Internet,seed,1900.0,"A stock photo startup based in Amravati, Andhra Pradesh.",2018,Guntur
benepik,Human Resources,seed,,HR Technology start-up.,2018,Gurugram
cash suvidha,Finance,seed,14618.0,Cash Suvidha is an Digital Lending Platform that provide working capital finance to SMEs and MSMEs in India.,2018,New Delhi
smartcoin,Big Data,seed,29235.0,Providing financial access to the millions of mobile users in India using alternative credit assessment,2018,Bengaluru
carmel organics,Agriculture,series a,,"Carmel Organics is an India-based herb company engaged in sourcing, processing, and distributing herbal tea ingredients.",2018,Indore
roadcast,,angel,3654.0,Transforming the way businesses deliver. Work-force & fleet mobility tools.,2018,New Delhi
printline mediatheprint,Digital Media,seed,510159.0,A digital news platform.,2018,New Delhi
creditas solutions,Financial Services,seed,,Creditas was set-up in 2015 with an aim to help Financial Institutions find better ways to reach and interact with their customers.,2018,Gurugram
urbanpiper,Software,seed,,UrbanPiper offers restaurants and chains with a suite of products to manage and analyze their online presence.,2018,Bengaluru
doxper,Healthcare,seed,1052478.0,Doxper is Health tech startup which has created a digital pen and coded paper system for doctors to record patient information,2018,Mumbai
i2ifunding,Crowdfunding,angel,730887.0,i2ifunding is an online marketplace that connects borrowers looking for personal loans with investors looking for alternative investments.,2018,Noida
shakedeal,B2B,seed,,Home of B2B Commerce,2018,Bengaluru
helloverify,Fraud Detection,seed,,HelloVerify is an online background check platform.,2018,Noida
fasal,Agriculture,seed,1754.0,Climate Smart Precision Agriculture Platform,2018,Bengaluru
coingeto,Cryptocurrency,seed,1754130.0,CoinGeto is one of India’s most advanced digital assets exchange.,2018,Delhi
avail finance,Finance,series a,251425.0,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2018,Bengaluru
tripeur,Information Technology,seed,8771.0,Radical Travel Automation - Cloud Based Corporate Travel & Expense Management Software,2018,Bengaluru
wedeterna,Wedding,angel,,"Wedeterna is a new-age, personalised and fresh approach to arranged marriages, DIY matrimonial community with only self created profiles.",2018,Bengaluru
stumagz,Digital Media,seed,,Stumagz is about connecting with Stories Stumagz is about collaborating with people Stumagz is about creating a Cult.,2018,Hyderabad
doubtnut,E-Learning,seed,511621.0,Gurgaon based E-learning platform.,2018,Gurugram
mcaffeine,Consumer Goods,seed,467768.0,MCaffeine is India's First Caffeine Infuse Personal Care Brand. It's an extension to the hyperactive lifestyle and individualistic identity.,2018,Mumbai
trustcheckr,Information Technology,angel,1462.0,A Bengaluru-based fraud analytics solution provider .,2018,Bengaluru
healthassure,Fitness,seed,14618.0,HealthAssure provides access to Discounted & High Quality primary care medical network.,2018,Mumbai
picture time,Digital Entertainment,seed,3654436.0,Operator of low-cost mobile cinema theatres in rural areas.,2018,New Delhi
1crowd,Crowdsourcing,angel,51162.0,Equity crowd funding platform focused on connecting investors with a host of extremely promising Indian start-ups and early stage ventures,2018,Mumbai
aarav unmanned systems,Delivery,seed,,Professional Drones for Enterprise Applications,2018,Bengaluru
wellthy therapeutics pvt ltd,Healthcare,seed,1973396.0,"Wellthy is a digital therapeutics company focused on improving patient health through the intersection of technology, and clinical outcomes.",2018,Mumbai
nua,Consumer Goods,seed,,Nua is an e-commerce and feminine care brand platform focused on creating women care products.,2018,Mumbai
kuverain,Financial Services,angel,3654.0,An online platform for mutual fund investments.,2018,Bengaluru
livehealth,Healthcare,seed,16080.0,Livehealth is an end-to-end collaborative report management solution. We help you get your medical reports instantly from various health,2018,Pune
gramophone,Farming,seed,14618.0,An agricultural inputs startup Company.,2018,Indore
ora,Business Travel,seed,,Ora is an online marketplace of unique accommodations. Awarded as among top 3000 startups in India by IIM Kolkata.,2018,Kolkata
buddy4studycom,Career Planning,series a,43853.0,Buddy4Study is the best scholarship search engine for Indian students. It also helps organizations to set up their own scholarship schemes.,2018,Noida
predible health,Medical Device,seed,,Healthcare devices for cancer detection,2018,Bengaluru
syncremedies healthcare pvt ltd,Alternative Medicine,seed,,"Syncremedies is an Integrated Medicine service that brings together Allopathy, Ayurveda and Homeopathy to treat chronic ailments.",2018,Bengaluru
blueleaf cyberspace systems,Internet,seed,,Bluleaf Cyberspace is Cloud Based Software Company.,2018,Bengaluru
toffee,,seed,21927.0,"Toffee is a bite size, micro-event & contextual insurtech startup which aims to de-jargonise the insurance buying experience.",2018,Gurugram
oro wealth,,series a,23388.0,Online wealth management platform,2018,Mumbai
healwell24,Dental,seed,2924.0,"HealWell24 is India's emerging technology-empowered healthcare company, aiming to bring world-class quality healthcare services anywhere.",2018,Mumbai
acko general insurance,Financial Services,series a,175413.0,Acko General Insurance is a digital insurance company in India that redefines insurance for the consumers.,2018,Mumbai
arzooocom,Consumer Electronics,seed,219266.0,E-commerce website promising the best price on any product a consumer buys anywhere on the internet.,2018,Bengaluru
bonphul air products,CleanTech,angel,292355.0,A clean tech product Company,2018,Delhi
dheeyantra research labs,Artificial Intelligence,seed,,"DheeYantra is building a cognitive conversational chatbot platform by name ""dhee.ai"" for vernacular languages",2018,Bengaluru
edyoo,Education,seed,14618.0,"Edyoo.com is a technology platform that offers the most intuitive design, flexibility, and ease of use.",2018,Bengaluru
chtrbox,Advertising,angel,146177.0,Chtrbox connects social media influencers with brands .,2018,Mumbai
aashiyaan housing and development finance,Financial Services,seed,1973396.0,Provide housing finance to those in the informal sector enabling the hither to un-served to own a home of their own.,2018,Kolkata
betterplace safety solutions pvt ltd,Human Resources,series a,43853.0,"BetterPlace provides businesses with contractor workforce management, including onboarding, training, and background checks.",2018,Bengaluru
cashkumar,Consumer Lending,seed,730887.0,A P2P Lending Platform connecting millions of financially under-served & new to credit borrowers with investment savvy lenders in India,2018,Bengaluru
rocketium,Marketing,seed,292355.0,Easy video creation for social media.,2018,Bengaluru
freightbazaar,Transportation,seed,,FreightBazaar.com is an online platform that connects Truck suppliers with Truck users.,2018,Hyderabad
open,Banking,seed,,Open up to a new world of Banking,2018,Bengaluru
mfine,Healthcare,series a,61395.0,Hospital & Health Care Start up,2018,Bengaluru
earth food,Food and Beverage,seed,935536.0,Earth Food is a healthy Food Start Up.,2018,Pune
charcoal eats,Food Processing,seed,730887.0,Charcoal Eats aims to bring Dominos style standardisation.,2018,Mumbai
wishfie,Apps,seed,,A platform for people to express their opinions in form of short videos around any topic.,2018,Bengaluru
